sequence_id,entity_type,entity_id,start_time,end_time,window_size,event_sequence,route_sequence,status_sequence,method_sequence,avg_response_time,max_response_time,max_risk_score,critical_count,warning_count,error_count,server_error_count,slow_count,very_slow_count,critical_route_count,login_failed_count,unauthorized_count,payment_failed_count,database_timeout_count,label,label_id,reason,scenario_sequence,main_scenarios,scenario_label_sequence,scenario_label_distribution
SEQ-01518,ip,172.16.73.3,2026-06-22 04:32:17,2026-06-22 05:48:53,20,page_view record_created record_created page_view page_view data_loaded record_created page_view page_view record_created page_view record_created record_created record_created data_loaded record_created record_created page_view record_created page_view,/api/notifications /api/notifications / / / /api/inventory /dashboard /dashboard/alumno /login /api/products / / /dashboard /api/students /api/profile /api/reports /api/notifications /dashboard /dashboard/alumno /dashboard,200 201 201 200 200 200 201 200 200 201 200 201 201 201 200 201 201 200 201 200,GET POST POST GET GET GET POST GET GET POST GET POST POST POST GET POST POST GET POST GET,249.65,391.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01519,ip,172.16.73.3,2026-06-22 04:52:17,2026-06-22 06:08:24,20,data_loaded record_created page_view page_view record_created page_view record_created record_created record_created data_loaded record_created record_created page_view record_created page_view data_loaded page_view record_created data_loaded page_view,/api/inventory /dashboard /dashboard/alumno /login /api/products / / /dashboard /api/students /api/profile /api/reports /api/notifications /dashboard /dashboard/alumno /dashboard /login /api/notifications /login /api/inventory /dashboard,200 201 200 200 201 200 201 201 201 200 201 201 200 201 200 200 200 201 200 200,GET POST GET GET POST GET POST POST POST GET POST POST GET POST GET GET GET POST GET GET,249.6,382.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01520,ip,172.16.73.3,2026-06-22 05:12:50,2026-06-22 06:28:33,20,page_view record_created record_created record_created data_loaded record_created record_created page_view record_created page_view data_loaded page_view record_created data_loaded page_view page_view page_view data_loaded record_created page_view,/ / /dashboard /api/students /api/profile /api/reports /api/notifications /dashboard /dashboard/alumno /dashboard /login /api/notifications /login /api/inventory /dashboard /login /api/notifications /api/students /api/profile /login,200 201 201 201 200 201 201 200 201 200 200 200 201 200 200 200 200 200 201 200,GET POST POST POST GET POST POST GET POST GET GET GET POST GET GET GET GET GET POST GET,254.25,382.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01521,ip,172.16.73.3,2026-06-22 05:32:34,2026-06-22 06:48:57,20,record_created record_created page_view record_created page_view data_loaded page_view record_created data_loaded page_view page_view page_view data_loaded record_created page_view page_view page_view record_created record_created record_created,/api/reports /api/notifications /dashboard /dashboard/alumno /dashboard /login /api/notifications /login /api/inventory /dashboard /login /api/notifications /api/students /api/profile /login / /api/inventory /api/products /api/notifications /api/students,201 201 200 201 200 200 200 201 200 200 200 200 200 201 200 200 200 201 201 201,POST POST GET POST GET GET GET POST GET GET GET GET GET POST GET GET GET POST POST POST,276.35,382.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01522,ip,172.16.73.3,2026-06-22 05:53:02,2026-06-22 07:08:43,20,data_loaded page_view record_created data_loaded page_view page_view page_view data_loaded record_created page_view page_view page_view record_created record_created record_created record_created record_created record_created record_created record_created,/login /api/notifications /login /api/inventory /dashboard /login /api/notifications /api/students /api/profile /login / /api/inventory /api/products /api/notifications /api/students /api/profile /api/students /api/notifications /login /dashboard/alumno,200 200 201 200 200 200 200 200 201 200 200 200 201 201 201 201 201 201 201 201,GET GET POST GET GET GET GET GET POST GET GET GET POST POST POST POST POST POST POST POST,268.65,382.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01523,ip,172.16.73.3,2026-06-22 06:12:38,2026-06-22 07:28:57,20,page_view page_view data_loaded record_created page_view page_view page_view record_created record_created record_created record_created record_created record_created record_created record_created page_view page_view record_created data_loaded page_view,/login /api/notifications /api/students /api/profile /login / /api/inventory /api/products /api/notifications /api/students /api/profile /api/students /api/notifications /login /dashboard/alumno /api/reports /login /api/inventory / /login,200 200 200 201 200 200 200 201 201 201 201 201 201 201 201 200 200 201 200 200,GET GET GET POST GET GET GET POST POST POST POST POST POST POST POST GET GET POST GET GET,265.95,378.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01524,ip,172.16.73.3,2026-06-22 06:32:37,2026-06-22 07:49:03,20,page_view page_view record_created record_created record_created record_created record_created record_created record_created record_created page_view page_view record_created data_loaded page_view page_view page_view page_view record_created record_created,/ /api/inventory /api/products /api/notifications /api/students /api/profile /api/students /api/notifications /login /dashboard/alumno /api/reports /login /api/inventory / /login /api/students /api/students /dashboard /api/notifications /dashboard/alumno,200 200 201 201 201 201 201 201 201 201 200 200 201 200 200 200 200 200 201 201,GET GET POST POST POST POST POST POST POST POST GET GET POST GET GET GET GET GET POST POST,245.35,378.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01525,ip,172.16.73.3,2026-06-22 06:53:03,2026-06-22 08:08:30,20,record_created record_created record_created record_created record_created page_view page_view record_created data_loaded page_view page_view page_view page_view record_created record_created record_created page_view page_view record_created page_view,/api/profile /api/students /api/notifications /login /dashboard/alumno /api/reports /login /api/inventory / /login /api/students /api/students /dashboard /api/notifications /dashboard/alumno /dashboard/alumno /api/reports /login /api/students /api/students,201 201 201 201 201 200 200 201 200 200 200 200 200 201 201 201 200 200 201 200,POST POST POST POST POST GET GET POST GET GET GET GET GET POST POST POST GET GET POST GET,226.7,369.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01526,ip,172.16.73.3,2026-06-22 07:12:54,2026-06-22 08:28:20,20,page_view page_view record_created data_loaded page_view page_view page_view page_view record_created record_created record_created page_view page_view record_created page_view page_view data_loaded record_created data_loaded record_created,/api/reports /login /api/inventory / /login /api/students /api/students /dashboard /api/notifications /dashboard/alumno /dashboard/alumno /api/reports /login /api/students /api/students / /dashboard/alumno /api/notifications /api/products /api/profile,200 200 201 200 200 200 200 200 201 201 201 200 200 201 200 200 200 201 200 201,GET GET POST GET GET GET GET GET POST POST POST GET GET POST GET GET GET POST GET POST,212.9,343.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01527,ip,172.16.73.3,2026-06-22 07:32:55,2026-06-22 08:48:52,20,page_view page_view page_view record_created record_created record_created page_view page_view record_created page_view page_view data_loaded record_created data_loaded record_created page_view page_view page_view page_view record_created,/api/students /api/students /dashboard /api/notifications /dashboard/alumno /dashboard/alumno /api/reports /login /api/students /api/students / /dashboard/alumno /api/notifications /api/products /api/profile /api/products /api/notifications /api/students /api/notifications /login,200 200 200 201 201 201 200 200 201 200 200 200 201 200 201 200 200 200 200 201,GET GET GET POST POST POST GET GET POST GET GET GET POST GET POST GET GET GET GET POST,224.75,354.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01528,ip,172.16.73.3,2026-06-22 07:52:39,2026-06-22 09:08:55,20,record_created page_view page_view record_created page_view page_view data_loaded record_created data_loaded record_created page_view page_view page_view page_view record_created page_view page_view record_created page_view page_view,/dashboard/alumno /api/reports /login /api/students /api/students / /dashboard/alumno /api/notifications /api/products /api/profile /api/products /api/notifications /api/students /api/notifications /login /api/products /api/students /api/notifications /api/reports /,201 200 200 201 200 200 200 201 200 201 200 200 200 200 201 200 200 201 200 200,POST GET GET POST GET GET GET POST GET POST GET GET GET GET POST GET GET POST GET GET,235.3,389.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01529,ip,172.16.73.3,2026-06-22 08:12:30,2026-06-22 09:28:58,20,page_view data_loaded record_created data_loaded record_created page_view page_view page_view page_view record_created page_view page_view record_created page_view page_view data_loaded data_loaded page_view page_view data_loaded,/ /dashboard/alumno /api/notifications /api/products /api/profile /api/products /api/notifications /api/students /api/notifications /login /api/products /api/students /api/notifications /api/reports / /api/reports /dashboard / /api/inventory /api/reports,200 200 201 200 201 200 200 200 200 201 200 200 201 200 200 200 200 200 200 200,GET GET POST GET POST GET GET GET GET POST GET GET POST GET GET GET GET GET GET GET,250.9,389.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01530,ip,172.16.73.3,2026-06-22 08:32:55,2026-06-22 09:48:17,20,page_view page_view page_view page_view record_created page_view page_view record_created page_view page_view data_loaded data_loaded page_view page_view data_loaded data_loaded page_view page_view record_created record_created,/api/products /api/notifications /api/students /api/notifications /login /api/products /api/students /api/notifications /api/reports / /api/reports /dashboard / /api/inventory /api/reports /api/notifications /api/notifications /api/profile /api/students /api/profile,200 200 200 200 201 200 200 201 200 200 200 200 200 200 200 200 200 200 201 201,GET GET GET GET POST GET GET POST GET GET GET GET GET GET GET GET GET GET POST POST,246.75,389.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_burst_normal. Labels presentes: normal.,fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal fp_burst_normal,fp_burst_normal,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01531,ip,172.16.74.1,2026-06-22 10:22:51,2026-06-22 11:38:26,20,page_view data_loaded login_success record_created login_success login_success login_success record_created record_created page_view data_loaded login_success login_success page_view data_loaded login_success data_loaded page_view record_created data_loaded,/api/notifications /dashboard /api/students /dashboard /api/students /api/students /dashboard/alumno /api/products /api/reports /api/profile /api/students /api/profile /api/profile /api/inventory / /api/profile /api/notifications /dashboard/alumno /api/students /api/notifications,200 200 200 201 200 200 200 201 201 200 200 200 200 200 200 200 200 200 201 200,GET GET POST POST POST POST POST POST POST GET GET POST POST GET GET POST GET GET POST GET,436.85,738.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01532,ip,172.16.74.1,2026-06-22 10:42:25,2026-06-22 11:58:48,20,login_success login_success record_created record_created page_view data_loaded login_success login_success page_view data_loaded login_success data_loaded page_view record_created data_loaded record_created record_created login_success data_loaded record_created,/api/students /dashboard/alumno /api/products /api/reports /api/profile /api/students /api/profile /api/profile /api/inventory / /api/profile /api/notifications /dashboard/alumno /api/students /api/notifications /api/products /login / /api/students /dashboard/alumno,200 200 201 201 200 200 200 200 200 200 200 200 200 201 200 201 201 200 200 201,POST POST POST POST GET GET POST POST GET GET POST GET GET POST GET POST POST POST GET POST,416.7,738.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01533,ip,172.16.74.1,2026-06-22 11:03:02,2026-06-22 12:18:14,20,data_loaded login_success login_success page_view data_loaded login_success data_loaded page_view record_created data_loaded record_created record_created login_success data_loaded record_created record_created record_created data_loaded page_view record_created,/api/students /api/profile /api/profile /api/inventory / /api/profile /api/notifications /dashboard/alumno /api/students /api/notifications /api/products /login / /api/students /dashboard/alumno /api/reports /api/inventory /api/inventory /api/inventory /api/notifications,200 200 200 200 200 200 200 200 201 200 201 201 200 200 201 201 201 200 200 201,GET POST POST GET GET POST GET GET POST GET POST POST POST GET POST POST POST GET GET POST,411.15,747.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01534,ip,172.16.74.1,2026-06-22 11:22:35,2026-06-22 12:38:39,20,login_success data_loaded page_view record_created data_loaded record_created record_created login_success data_loaded record_created record_created record_created data_loaded page_view record_created data_loaded page_view data_loaded record_created record_created,/api/profile /api/notifications /dashboard/alumno /api/students /api/notifications /api/products /login / /api/students /dashboard/alumno /api/reports /api/inventory /api/inventory /api/inventory /api/notifications /api/notifications / /api/inventory /api/inventory /api/products,200 200 200 201 200 201 201 200 200 201 201 201 200 200 201 200 200 200 201 201,POST GET GET POST GET POST POST POST GET POST POST POST GET GET POST GET GET GET POST POST,390.15,747.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01535,ip,172.16.74.1,2026-06-22 11:42:43,2026-06-22 12:58:57,20,record_created record_created login_success data_loaded record_created record_created record_created data_loaded page_view record_created data_loaded page_view data_loaded record_created record_created data_loaded record_created record_created login_success login_success,/api/products /login / /api/students /dashboard/alumno /api/reports /api/inventory /api/inventory /api/inventory /api/notifications /api/notifications / /api/inventory /api/inventory /api/products /login / /api/students /dashboard/alumno /api/products,201 201 200 200 201 201 201 200 200 201 200 200 200 201 201 200 201 201 200 200,POST POST POST GET POST POST POST GET GET POST GET GET GET POST POST GET POST POST POST POST,384.9,747.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01536,ip,172.16.74.1,2026-06-22 12:02:31,2026-06-22 13:18:32,20,record_created record_created data_loaded page_view record_created data_loaded page_view data_loaded record_created record_created data_loaded record_created record_created login_success login_success record_created page_view page_view login_success page_view,/api/reports /api/inventory /api/inventory /api/inventory /api/notifications /api/notifications / /api/inventory /api/inventory /api/products /login / /api/students /dashboard/alumno /api/products /api/notifications /api/students /api/products /api/inventory /dashboard,201 201 200 200 201 200 200 200 201 201 200 201 201 200 200 201 200 200 200 200,POST POST GET GET POST GET GET GET POST POST GET POST POST POST POST POST GET GET POST GET,426.6,747.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01537,ip,172.16.74.1,2026-06-22 12:22:18,2026-06-22 13:38:33,20,data_loaded page_view data_loaded record_created record_created data_loaded record_created record_created login_success login_success record_created page_view page_view login_success page_view record_created login_success data_loaded page_view record_created,/api/notifications / /api/inventory /api/inventory /api/products /login / /api/students /dashboard/alumno /api/products /api/notifications /api/students /api/products /api/inventory /dashboard /login /api/products / /dashboard/alumno /api/reports,200 200 200 201 201 200 201 201 200 200 201 200 200 200 200 201 200 200 200 201,GET GET GET POST POST GET POST POST POST POST POST GET GET POST GET POST POST GET GET POST,423.7,715.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01538,ip,172.16.74.1,2026-06-22 12:42:54,2026-06-22 13:58:55,20,data_loaded record_created record_created login_success login_success record_created page_view page_view login_success page_view record_created login_success data_loaded page_view record_created record_created page_view data_loaded record_created record_created,/login / /api/students /dashboard/alumno /api/products /api/notifications /api/students /api/products /api/inventory /dashboard /login /api/products / /dashboard/alumno /api/reports /api/students /api/reports /api/notifications /api/profile /dashboard/alumno,200 201 201 200 200 201 200 200 200 200 201 200 200 200 201 201 200 200 201 201,GET POST POST POST POST POST GET GET POST GET POST POST GET GET POST POST GET GET POST POST,437.3,715.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01539,ip,172.16.74.1,2026-06-22 13:02:53,2026-06-22 14:18:18,20,record_created page_view page_view login_success page_view record_created login_success data_loaded page_view record_created record_created page_view data_loaded record_created record_created server_error page_view login_success record_created login_success,/api/notifications /api/students /api/products /api/inventory /dashboard /login /api/products / /dashboard/alumno /api/reports /api/students /api/reports /api/notifications /api/profile /dashboard/alumno /api/products / /api/inventory /api/notifications /,201 200 200 200 200 201 200 200 200 201 201 200 200 201 201 500 200 200 201 200,POST GET GET POST GET POST POST GET GET POST POST GET GET POST POST GET GET POST POST POST,467.9,1252.0,8,0,1,1,1,0,0,0,0,0,0,0,normal,0,"Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_single_500, normal_traffic. Labels presentes: normal.",normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic fp_single_500 normal_traffic normal_traffic normal_traffic normal_traffic,"fp_single_500, normal_traffic",normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-01540,ip,172.16.74.1,2026-06-22 13:22:24,2026-06-22 14:38:16,20,record_created login_success data_loaded page_view record_created record_created page_view data_loaded record_created record_created server_error page_view login_success record_created login_success data_loaded data_loaded record_created data_loaded login_success,/login /api/products / /dashboard/alumno /api/reports /api/students /api/reports /api/notifications /api/profile /dashboard/alumno /api/products / /api/inventory /api/notifications / /dashboard /api/profile / /api/reports /api/reports,201 200 200 200 201 201 200 200 201 201 500 200 200 201 200 200 200 201 200 200,POST POST GET GET POST POST GET GET POST POST GET GET POST POST POST GET GET POST GET POST,446.8,1252.0,8,0,1,1,1,0,0,0,0,0,0,0,normal,0,"Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: fp_single_500, normal_traffic. Labels presentes: normal.",normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic fp_single_500 normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,"fp_single_500, normal_traffic",normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
